IsCanceled,LeadTime,StaysInWeekendNights,StaysInWeekNights,Adults,Children,Babies,Meal,IsRepeatedGuest,PreviousCancellations,PreviousBookingsNotCanceled,ReservedRoomType,AssignedRoomType,BookingChanges,DepositType,DaysInWaitingList,CustomerType,ADR,RequiredCarParkingSpaces,TotalOfSpecialRequests
1,151,0,3,1,0.0,0,0,0,0,0,0,0,0,0,63,3,80.0,0,0
1,151,0,3,1,0.0,0,0,0,0,0,0,0,0,0,63,3,80.0,0,0
0,31,0,3,1,0.0,0,0,0,0,0,0,0,0,0,0,2,73.9,0,0
1,151,0,3,1,0.0,0,0,0,0,0,0,0,0,0,63,3,80.0,0,0
1,151,0,3,1,0.0,0,0,0,0,0,0,0,0,0,63,3,80.0,0,0
0,151,0,3,1,0.0,0,0,0,0,0,0,0,1,0,63,3,71.0,0,0
1,1,0,3,1,0.0,0,0,0,0,0,0,0,0,0,0,3,80.0,0,0
0,151,0,3,1,0.0,0,0,0,0,0,0,3,3,0,63,3,71.0,0,0
0,151,0,3,1,0.0,0,0,0,0,0,0,3,1,0,63,3,71.0,0,1
1,151,0,3,1,0.0,0,0,0,0,0,0,0,0,0,63,3,80.0,0,0
0,151,0,3,1,0.0,0,0,0,0,0,0,3,1,0,63,3,71.0,0,0
0,151,0,3,1,0.0,0,0,0,0,0,0,3,3,0,63,3,71.0,0,0
0,151,0,2,1,0.0,0,0,0,0,0,0,0,2,0,63,3,71.0,0,0
0,151,0,2,1,0.0,0,0,0,0,0,0,3,2,0,63,3,71.0,0,0
0,151,0,2,1,0.0,0,0,0,0,0,0,1,2,0,63,3,71.0,0,0
0,151,0,3,1,0.0,0,0,0,0,0,0,1,1,0,63,3,71.0,0,0
0,151,0,3,1,0.0,0,0,0,0,0,0,3,3,0,63,3,71.0,0,0
1,151,0,3,1,0.0,0,0,0,0,0,0,0,0,0,63,3,80.0,0,0
1,151,0,3,1,0.0,0,0,0,0,0,0,0,0,0,63,3,80.0,0,0
0,151,0,3,1,0.0,0,0,0,0,0,0,0,3,0,63,3,70.67,0,0
1,151,0,3,1,0.0,0,0,0,0,0,0,0,0,0,63,3,80.0,0,0
1,151,0,3,1,0.0,0,0,0,0,0,0,0,0,0,63,3,80.0,0,0
1,151,0,3,1,0.0,0,0,0,0,0,0,0,0,0,63,3,80.0,0,0
0,151,0,3,1,0.0,0,0,0,0,0,0,0,1,0,63,3,71.0,0,0
0,151,0,3,1,0.0,0,0,0,0,0,0,0,1,0,63,3,71.0,0,0
1,151,0,3,1,0.0,0,0,0,0,0,0,0,0,0,63,3,80.0,0,0
1,151,0,3,1,0.0,0,0,0,0,0,0,0,0,0,63,3,80.0,0,0
0,151,0,3,1,0.0,0,0,0,0,0,0,0,3,0,63,3,71.0,0,0
0,151,0,4,1,0.0,0,0,0,0,0,0,0,2,0,63,3,70.75,0,0
1,151,0,3,1,0.0,0,0,0,0,0,0,0,0,0,63,3,80.0,0,0
0,151,0,3,1,0.0,0,0,0,0,0,0,0,1,0,63,3,71.0,0,0
1,151,0,3,1,0.0,0,0,0,0,0,0,0,0,0,63,3,80.0,0,0
0,151,0,4,1,0.0,0,0,0,0,0,0,0,4,0,63,3,71.0,0,0
0,43,0,5,2,0.0,0,0,0,0,0,0,0,1,0,0,2,77.69,0,1
0,27,1,5,1,0.0,0,0,0,0,0,4,4,0,0,0,2,122.0,0,0
0,48,2,5,2,0.0,0,0,0,0,0,0,0,1,0,0,2,63.75,0,1
0,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,80.0,0,1
0,152,0,1,1,0.0,0,0,0,0,0,0,0,2,0,63,3,71.0,0,0
0,152,0,1,1,0.0,0,0,0,0,0,0,3,3,0,63,3,71.0,0,0
1,1,0,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,79.0,0,0
1,13,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,96.0,0,1
1,13,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,96.0,0,1
0,41,0,4,2,0.0,0,3,0,0,0,0,0,0,0,0,2,62.0,0,0
1,18,0,4,2,0.0,0,0,0,0,0,0,0,0,0,0,2,87.0,0,2
1,13,2,8,1,0.0,0,0,0,0,0,0,0,0,0,0,2,75.0,0,0
1,13,2,8,1,0.0,0,0,0,0,0,0,0,0,0,0,2,81.7,0,0
1,9,2,9,2,0.0,0,0,0,0,0,0,0,0,0,0,2,88.27,0,0
1,14,5,14,1,0.0,0,0,0,0,0,0,0,0,0,0,2,80.09,0,0
0,47,1,4,2,0.0,0,0,0,0,0,4,4,1,0,0,2,120.95,0,2
0,15,0,1,2,0.0,0,3,0,0,0,0,0,2,0,0,3,86.0,1,1
0,19,0,1,1,0.0,0,3,0,0,0,0,0,1,0,0,3,75.0,0,1
1,0,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,79.0,0,0
1,1,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,91.0,0,1
0,19,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,3,77.0,0,1
0,1,0,1,1,0.0,0,0,0,0,0,0,3,0,0,0,2,80.0,0,0
0,17,0,1,2,0.0,0,0,0,0,0,0,3,0,0,0,2,80.3,0,1
0,18,0,3,2,0.0,0,3,0,0,0,0,0,0,0,0,2,77.0,0,1
0,20,0,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,99.0,0,1
0,18,0,2,3,0.0,0,3,0,0,0,0,3,2,0,0,3,75.0,1,1
0,18,0,2,2,0.0,0,3,0,0,0,0,3,0,0,0,3,75.0,0,0
1,15,0,1,1,0.0,0,3,0,0,0,0,0,0,0,0,3,75.0,0,1
1,0,0,0,1,0.0,0,0,0,0,0,0,0,1,0,0,2,0.0,0,0
0,1,0,0,1,0.0,0,0,0,0,0,0,0,0,0,0,2,0.0,0,0
1,11,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,68.5,0,1
1,20,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,87.0,0,0
1,20,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,81.0,0,0
1,33,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,51.97,0,0
0,38,0,2,2,0.0,0,0,0,0,0,0,0,1,0,0,2,79.4,0,1
1,12,0,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,75.0,0,0
0,16,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,80.3,0,1
1,4,0,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,84.0,0,0
1,12,0,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,75.0,0,0
0,15,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,80.3,0,1
0,40,1,2,2,0.0,0,0,0,0,0,0,0,1,0,0,2,73.9,0,1
0,46,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,80.3,0,1
0,34,1,2,1,0.0,0,0,0,0,0,0,0,0,0,0,2,99.3,0,1
1,9,2,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,68.4,0,0
1,17,2,3,2,0.0,0,3,0,0,0,0,0,0,0,0,2,75.0,0,0
0,17,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,69.5,0,1
0,38,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,80.3,0,1
0,27,0,1,2,0.0,0,0,0,0,0,3,3,0,0,0,2,93.0,0,0
0,23,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,87.0,0,1
1,17,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,78.3,0,0
0,45,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,3,80.3,0,0
1,45,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,72.9,0,0
0,45,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,3,79.8,0,0
1,45,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,72.9,0,0
1,15,1,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,76.5,0,0
0,20,2,1,2,0.0,0,0,0,0,0,4,4,0,0,0,2,122.33,0,0
1,17,2,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,81.0,0,0
1,1,2,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,79.0,0,0
1,29,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,81.2,0,0
1,16,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,87.3,0,0
1,20,2,2,1,0.0,0,0,0,0,0,0,0,0,0,0,2,67.5,0,0
1,20,2,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,69.5,0,1
0,50,2,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,58.94,0,1
0,49,2,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,75.95,0,1
0,50,2,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,75.95,0,1
1,17,4,6,1,0.0,0,0,0,0,0,0,0,0,0,0,2,81.0,0,0
1,33,1,1,2,0.0,0,0,0,0,0,0,0,0,0,15,3,62.0,0,0
1,33,1,1,2,0.0,0,0,0,0,0,0,0,0,0,15,3,62.0,0,0
1,33,1,1,2,0.0,0,0,0,0,0,0,0,0,0,15,3,62.0,0,0
1,33,1,1,2,0.0,0,0,0,0,0,0,0,0,0,15,3,62.0,0,0
1,33,1,1,2,0.0,0,0,0,0,0,0,0,0,0,15,3,62.0,0,0
1,33,1,1,2,0.0,0,0,0,0,0,0,0,0,0,15,3,62.0,0,0
0,28,1,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,86.1,0,1
0,41,1,2,2,0.0,0,0,0,0,0,3,3,1,0,0,2,78.5,0,0
1,20,1,3,2,0.0,0,0,0,0,0,0,0,2,0,0,2,91.0,0,1
1,0,1,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,100.0,0,1
0,55,1,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,58.94,0,1
1,16,1,4,2,0.0,0,0,0,0,0,1,1,0,0,0,3,77.25,0,0
1,4,3,5,1,0.0,0,0,0,0,0,0,0,0,0,0,2,64.08,0,1
1,15,4,10,1,0.0,0,0,0,0,0,0,0,0,0,0,2,75.5,0,1
1,22,5,15,2,0.0,0,3,0,0,0,0,0,0,0,0,2,71.2,0,0
1,17,1,4,2,0.0,0,0,0,0,0,1,1,1,0,0,3,77.25,0,0
1,4,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,93.0,0,1
0,19,0,2,1,0.0,0,0,0,0,0,3,3,0,0,0,2,78.6,0,1
1,11,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,70.07,0,0
1,11,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,70.07,0,0
1,15,0,2,1,0.0,0,0,0,0,0,0,0,1,0,0,2,79.0,0,0
0,29,0,3,2,0.0,0,3,0,0,0,0,0,0,0,0,2,72.0,0,1
1,18,0,3,1,0.0,0,0,0,0,0,0,0,0,0,0,2,72.9,0,0
1,18,0,5,1,0.0,0,0,0,0,0,0,0,0,0,0,2,75.0,0,0
1,116,0,5,2,0.0,0,0,0,0,0,0,0,0,0,0,2,70.0,0,0
1,12,7,20,2,0.0,0,3,0,0,0,0,0,0,0,0,2,76.55,0,0
1,9,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,72.8,0,0
1,14,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,81.9,0,1
1,58,0,3,1,0.0,0,0,0,0,0,0,0,1,0,0,2,81.0,0,0
1,58,0,3,1,0.0,0,0,0,0,0,0,0,3,0,0,3,80.67,0,1
1,58,0,3,1,0.0,0,0,0,0,0,0,0,1,0,0,3,81.0,0,0
0,36,0,3,2,0.0,0,0,0,0,0,3,3,3,0,0,2,88.63,0,1
1,58,0,3,1,0.0,0,0,0,0,0,0,0,1,0,0,3,81.0,0,0
0,39,0,3,2,0.0,0,0,0,0,0,3,3,0,0,0,2,69.22,0,1
0,26,1,4,2,0.0,0,3,0,0,0,0,0,0,0,0,2,60.0,0,1
0,173,2,5,2,0.0,0,0,0,0,0,3,3,0,0,0,2,52.0,0,0
1,11,0,1,1,0.0,0,3,0,0,0,0,0,0,0,0,2,57.98,0,1
1,10,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,3,66.0,0,0
1,10,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,3,66.0,0,0
1,0,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,79.0,0,0
1,8,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,3,6.0,0,0
1,36,0,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,87.3,0,0
1,59,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,3,0.0,0,0
1,86,0,3,2,0.0,0,0,0,0,0,3,3,0,0,0,2,87.0,0,0
1,30,0,3,2,0.0,0,3,0,0,0,0,0,0,0,0,2,67.5,0,1
0,37,1,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,58.37,0,1
1,23,1,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,78.3,0,1
1,9,1,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,70.4,0,0
0,22,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,80.3,0,1
1,14,2,4,2,0.0,0,0,0,0,0,1,1,0,0,0,3,77.88,0,0
1,15,2,4,2,0.0,0,0,0,0,0,1,1,1,0,0,3,77.88,0,0
1,9,6,17,1,0.0,0,0,0,0,0,0,0,0,0,0,2,68.23,0,1
1,9,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,75.0,0,0
1,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,90.0,0,0
1,1,0,1,1,0.0,0,0,0,0,0,0,0,1,0,0,2,90.0,0,0
1,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,90.0,0,0
1,1,0,1,1,0.0,0,0,0,0,0,0,0,1,0,0,2,90.0,0,0
1,1,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,90.0,0,0
1,25,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,78.3,0,0
1,27,0,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,77.0,0,1
1,20,0,2,2,0.0,0,0,0,0,0,3,3,2,0,0,2,77.6,0,0
1,23,1,2,2,0.0,0,0,0,0,0,1,1,0,0,0,2,77.25,0,1
1,24,1,2,2,0.0,0,0,0,0,0,1,1,1,0,0,2,77.25,0,1
1,50,1,2,1,0.0,0,0,0,0,0,0,0,0,0,0,2,72.9,0,0
1,24,1,2,2,0.0,0,0,0,0,0,3,3,1,0,0,2,87.3,0,1
1,35,1,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,82.45,0,1
0,36,1,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,53.97,0,1
0,55,2,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,84.45,0,1
1,12,2,2,1,0.0,0,0,0,0,0,0,0,0,0,0,2,77.0,0,0
0,44,2,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,74.82,0,1
1,18,3,7,2,0.0,0,3,0,0,0,0,0,2,0,0,2,77.2,0,0
1,17,1,1,2,0.0,0,3,0,0,0,0,0,2,0,0,2,60.0,0,1
0,34,1,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,90.5,1,0
0,26,1,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,91.0,0,1
1,18,1,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,77.0,0,2
1,29,2,1,2,0.0,0,0,0,0,0,3,3,0,0,0,2,77.6,0,0
1,16,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,88.33,0,0
1,20,2,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,75.0,0,0
0,47,2,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,55.24,0,0
0,47,2,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,55.24,0,0
1,10,2,6,2,0.0,0,3,0,0,0,0,0,0,0,0,2,79.75,0,0
1,24,4,11,1,0.0,0,0,0,0,0,0,0,0,0,0,2,76.14,0,0
0,30,2,0,1,0.0,0,0,0,0,0,3,3,0,0,0,2,78.6,0,1
0,28,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,89.0,0,1
0,30,2,0,2,0.0,0,0,0,0,0,3,4,0,0,0,2,79.6,0,1
0,24,2,1,2,0.0,0,2,0,0,0,0,0,1,0,0,2,122.0,0,0
0,47,2,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,58.94,0,2
1,16,2,2,1,0.0,0,0,0,0,0,0,0,0,0,0,2,43.0,0,0
0,47,2,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,58.94,0,2
1,29,2,4,2,0.0,0,0,0,0,0,0,0,0,0,0,2,79.75,0,1
0,34,2,5,2,0.0,0,0,0,0,0,1,1,1,0,0,2,71.52,0,0
0,33,2,5,2,0.0,0,0,0,0,0,1,1,0,0,0,2,71.53,0,0
0,27,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,98.0,1,1
0,55,1,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,75.95,0,0
1,19,1,5,2,2.0,0,0,0,0,0,1,1,0,0,0,3,79.88,0,0
1,18,1,5,2,2.0,0,0,0,0,0,1,1,0,0,0,3,77.88,0,0
1,11,2,5,2,0.0,0,3,0,0,0,0,0,0,0,0,2,79.0,0,0
1,28,5,10,2,2.0,0,0,0,0,0,5,5,0,0,0,2,152.53,0,0
1,12,9,20,1,0.0,0,0,0,0,0,0,0,0,0,0,2,63.03,0,1
1,39,1,3,1,0.0,0,0,0,0,0,0,0,0,0,0,2,72.9,0,0
0,26,1,3,2,0.0,0,0,0,0,0,3,3,0,0,0,2,99.0,0,1
0,2,0,1,1,0.0,0,0,0,0,0,0,3,0,0,0,2,80.0,0,1
1,4,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,79.0,0,0
0,0,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,100.0,1,1
1,30,1,5,2,2.0,0,0,0,0,0,1,1,0,0,0,2,139.05,0,0
1,27,2,10,1,0.0,0,3,0,0,0,0,0,0,0,0,2,75.0,0,0
1,6,0,1,1,0.0,0,0,0,0,0,0,0,1,0,0,2,79.0,0,1
1,12,0,2,2,2.0,0,0,0,0,0,5,5,0,0,0,2,171.0,0,0
0,57,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,62.29,0,1
0,42,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,3,80.3,0,1
1,24,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,96.0,0,0
0,29,0,3,2,0.0,0,0,0,0,0,3,3,0,0,0,2,104.77,1,0
0,42,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,3,80.3,0,1
1,20,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,91.0,0,0
0,31,0,4,2,0.0,0,0,0,0,0,3,3,0,0,0,3,89.3,0,0
0,31,0,4,2,0.0,0,0,0,0,0,0,0,0,0,0,3,80.3,0,0
1,28,2,7,1,0.0,0,0,0,0,0,0,0,0,0,0,2,74.7,0,0
1,14,6,16,2,0.0,0,3,0,0,0,0,0,0,0,0,2,64.05,0,0
1,1,8,21,1,0.0,0,0,0,0,0,3,3,0,0,0,2,107.28,0,0
1,13,8,21,1,0.0,0,0,0,0,0,0,0,0,0,0,2,75.36,0,0
1,0,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,79.0,0,0
1,28,0,1,1,0.0,0,0,0,0,0,0,0,2,0,0,2,81.0,0,0
1,29,0,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,75.0,0,0
1,76,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,2,62.1,0,0
1,31,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,3,70.0,0,0
1,31,0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,3,71.0,0,0
0,58,0,3,2,0.0,0,3,0,0,0,0,0,0,0,0,2,53.97,0,1
0,33,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,69.5,0,0
1,22,0,3,1,0.0,0,0,0,0,0,0,0,0,0,0,2,82.33,0,0
1,41,0,3,2,0.0,0,0,0,0,0,3,3,0,0,0,2,82.45,0,0
1,9,0,3,2,0.0,0,3,0,0,0,0,0,0,0,0,2,79.0,0,0
0,31,0,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,80.3,0,1
1,8,0,3,3,0.0,0,0,0,0,0,0,0,0,0,0,2,127.0,0,0
1,6,1,3,2,1.0,0,0,0,0,0,0,0,0,0,0,2,109.0,0,1
0,37,1,3,2,0.0,0,3,0,0,0,0,0,0,0,0,2,69.5,0,1
0,63,1,3,2,0.0,0,0,0,0,0,3,3,0,0,0,2,62.32,0,3
1,52,2,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,73.95,0,0
0,53,2,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,65.75,0,0
1,13,2,6,1,0.0,0,0,0,0,0,0,0,0,0,0,2,85.0,0,0
0,31,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,80.3,0,1
1,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,12.0,0,0
0,31,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,89.3,1,1
1,0,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,12.0,0,0
1,9,0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,79.0,0,0
0,32,0,2,2,0.0,0,0,0,0,0,3,3,2,0,0,2,89.3,0,1
1,6,0,2,2,0.0,0,0,0,0,0,3,3,0,0,0,3,106.0,0,0
1,31,0,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,67.5,0,0
1,38,0,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,87.3,0,1
0,29,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,84.65,0,0
1,8,0,2,3,0.0,0,0,0,0,0,3,3,0,0,0,2,127.0,0,1
1,31,0,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,67.5,0,0
1,8,0,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,91.0,0,1
1,43,1,2,0,2.0,0,0,0,0,0,1,1,0,0,0,2,69.53,0,0
0,60,1,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,78.3,0,0
0,33,1,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,80.3,0,1
1,12,1,2,1,0.0,0,0,0,0,0,0,0,0,0,0,2,85.0,0,0
0,55,1,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,59.28,0,1
1,7,1,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,79.0,0,0
1,32,1,2,1,0.0,0,0,0,0,0,0,0,0,0,0,2,72.9,0,0
1,43,1,2,2,0.0,0,0,0,0,0,1,1,1,0,0,2,69.52,0,0
0,30,2,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,89.3,0,1
1,4,2,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,91.0,0,0
1,4,2,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,81.0,0,0
0,32,2,3,2,0.0,1,0,0,0,0,0,0,4,0,0,2,80.3,0,1
0,41,2,3,2,0.0,0,0,0,0,0,0,0,0,0,0,2,79.43,0,0
1,13,2,4,2,0.0,0,3,0,0,0,0,0,0,0,0,2,79.0,0,0
1,28,2,2,1,0.0,0,0,0,0,0,0,0,0,0,0,2,76.95,0,0
1,16,2,6,2,0.0,0,3,0,0,0,0,0,0,0,0,2,63.2,0,0
1,28,2,7,1,0.0,0,0,0,0,0,3,3,2,0,0,2,101.78,0,0
1,29,6,14,1,0.0,0,0,0,0,0,0,0,0,0,0,2,70.91,0,0
1,12,0,1,2,1.0,0,0,0,0,0,0,0,0,0,0,2,109.0,0,0
0,32,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,69.5,0,0
1,12,0,1,2,1.0,0,0,0,0,0,0,0,0,0,0,2,109.0,0,0
1,21,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,91.0,0,0
0,48,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,80.3,0,0
1,0,0,1,1,0.0,0,3,0,0,0,0,0,0,0,0,2,0.0,0,0
1,32,0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,78.3,0,0
1,12,0,1,2,1.0,0,0,0,0,0,0,0,0,0,0,2,109.0,0,0
1,32,1,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,67.5,0,2
1,15,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,79.0,0,0
0,35,1,1,0,2.0,0,0,0,0,0,1,1,0,0,0,3,69.5,0,1
0,33,1,1,2,0.0,0,0,0,0,0,3,3,0,0,0,2,98.3,1,1
1,85,1,1,2,0.0,0,0,0,0,0,0,3,1,0,0,0,57.0,0,0
1,16,1,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,85.0,0,0
1,27,1,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,75.0,0,0
0,37,1,1,2,0.0,0,0,0,0,0,1,1,0,0,0,3,81.55,1,1
1,32,1,1,2,0.0,0,3,0,0,0,0,0,0,0,0,2,67.5,0,1
0,31,2,1,2,0.0,0,3,0,0,0,0,0,0,0,0,3,69.5,0,1
1,24,2,1,1,0.0,0,0,0,0,0,0,0,0,0,0,2,85.0,0,0
0,31,2,1,2,0.0,0,3,0,0,0,0,0,0,0,0,3,69.5,0,1
0,31,2,1,2,0.0,0,3,0,0,0,0,0,0,0,0,3,69.5,0,1
0,45,2,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,55.24,0,1
1,34,2,2,1,0.0,0,0,0,0,0,0,0,0,0,0,2,67.5,0,1
0,49,2,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,84.45,0,2
0,31,2,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,50.6,0,0
1,59,2,2,1,0.0,0,0,0,0,0,0,0,0,0,0,3,50.0,0,0
0,38,2,2,2,0.0,0,3,0,0,0,0,0,0,0,0,2,53.97,0,2
1,58,2,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,73.95,0,0
0,45,2,2,1,0.0,0,3,0,0,0,0,0,0,0,0,2,46.9,0,1
1,4,2,4,2,0.0,0,3,0,0,0,0,0,2,0,0,2,81.0,0,0
1,17,2,5,1,0.0,0,0,0,0,0,0,0,0,0,0,2,68.0,0,1
1,3,2,6,2,0.0,0,3,0,0,0,0,0,0,0,0,2,79.0,0,0
1,12,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,93.0,0,2
1,12,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,93.0,0,2
1,12,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,93.0,0,1
1,12,1,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,93.0,0,2
1,31,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,78.3,0,0
1,3,2,0,2,0.0,0,3,0,0,0,0,0,0,0,0,2,79.0,0,0
1,47,2,0,2,0.0,0,0,0,0,0,0,0,0,0,0,2,78.3,0,1
1,12,2,1,2,0.0,0,2,0,0,0,0,0,0,0,0,2,129.0,0,0
0,35,2,1,2,0.0,0,0,0,0,0,0,0,0,0,0,2,69.5,0,0
0,33,2,2,2,0.0,0,0,0,0,0,3,3,0,0,0,2,61.75,0,1
1,14,2,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,91.0,0,1
0,35,2,2,2,0.0,0,0,0,0,0,0,0,0,0,0,2,80.3,0,1
0,46,2,3,2,0.0,0,0,0,0,0,1,1,1,0,0,2,65.11,0,0
